case_id,time_s,eta_prime_m,incident_eta_prime_m,reflected_eta_prime_m,linear_inlet_velocity_m_per_s,c0_m_per_s
reflective_control,0.19,4.6727664656465333e-07,4.6727664656465333e-07,2.9506672325905553e-90,1.0347118347638056e-06,4.428690551393267
reflective_control,0.2,5.329697013880795e-07,5.329697013880795e-07,5.23810003076368e-90,1.1801789403581393e-06,4.428690551393267
reflective_control,0.21,6.074023092790784e-07,6.074023092790784e-07,9.291221542442704e-90,1.3449984339993525e-06,4.428690551393267
reflective_control,0.22,6.916650491187139e-07,6.916650491187139e-07,1.6467107375697802e-89,1.531585233880504e-06,4.428690551393267
reflective_control,0.23,7.869745655784601e-07,7.869745655784601e-07,2.916132768089212e-89,1.7426334113820735e-06,4.428690551393267
reflective_control,0.24,8.946868130606236e-07,8.946868130606236e-07,5.159917317366318e-89,1.9811455177288687e-06,4.428690551393267
reflective_control,0.25,1.016311523500968e-06,1.016311523500968e-06,9.122705726863782e-89,2.2504646207004165e-06,4.428690551393267
reflective_control,0.26,1.1535279910337867e-06,1.1535279910337867e-06,1.611573299016882e-88,2.554309257329494e-06,4.428690551393267
reflective_control,0.27,1.3082022712631548e-06,1.3082022712631548e-06,2.8446047733841113e-88,2.8968115190271723e-06,4.428690551393267
reflective_control,0.28,1.4824058975959858e-06,1.4824058975959858e-06,5.016944302444492e-88,3.2825584960064984e-06,4.428690551393267
reflective_control,0.29,1.6784362217319852e-06,1.6784362217319852e-06,8.84101441254637e-88,3.716637318150328e-06,4.428690551393267
reflective_control,0.3,1.8988384899262929e-06,1.8988384899262929e-06,1.5567195927078806e-87,4.204684039479216e-06,4.428690551393267
reflective_control,0.31,2.1464297709912116e-06,2.1464297709912116e-06,2.738824210135096e-87,4.752936623008996e-06,4.428690551393267
reflective_control,0.32,2.4243248561274083e-06,2.4243248561274083e-06,4.81463533539752e-87,5.3682922919196465e-06,4.428690551393267
reflective_control,0.33,2.735964254509929e-06,2.735964254509929e-06,8.45683998899033e-87,6.0583695214489226e-06,4.428690551393267
reflective_control,0.34,3.085144412032131e-06,3.085144412032131e-06,1.4842200766433147e-86,6.831574953625217e-06,4.428690551393267
reflective_control,0.35000000000000003,3.476050283657807e-06,3.476050283657807e-06,2.602759043945887e-86,7.697175523701608e-06,4.428690551393267
reflective_control,0.36,3.913290392367843e-06,3.913290392367843e-06,4.560527726651903e-86,8.665376092768757e-06,4.428690551393267
reflective_control,0.37,4.4019345096284085e-06,4.4019345096284085e-06,7.984389421480446e-86,9.747402885321643e-06,4.428690551393267
reflective_control,0.38,4.947554093559616e-06,4.947554093559616e-06,1.396734287865579e-85,1.0955593033327275e-05,4.428690551393267
reflective_control,0.39,5.556265621451442e-06,5.556265621451442e-06,2.441357345716676e-85,1.2303490529376618e-05,4.428690551393267
reflective_control,0.4,6.234776952854359e-06,6.234776952854359e-06,4.263776035455804e-85,1.3805948890575302e-05,4.428690551393267
reflective_control,0.41000000000000003,6.990436858055688e-06,6.990436858055688e-06,7.440513174547865e-85,1.547924083169123e-05,4.428690551393267
reflective_control,0.42,7.83128784423108e-06,7.83128784423108e-06,1.2973491439445527e-84,1.7341175240493563e-05,4.428690551393267
reflective_control,0.43,8.766122407810178e-06,8.766122407810178e-06,2.2602491941446265e-84,1.9411221739912863e-05,4.428690551393267
reflective_control,0.44,9.804542836502362e-06,9.804542836502362e-06,3.9346060050835295e-84,2.1710643110374274e-05,4.428690551393267
reflective_control,0.45,1.0957024677862517e-05,1.0957024677862517e-05,6.843710843719958e-84,2.426263583111629e-05,4.428690551393267
reflective_control,0.46,1.2234983983115706e-05,1.2234983983115706e-05,1.189398884546862e-83,2.7092478981236243e-05,4.428690551393267
reflective_control,0.47000000000000003,1.365084842507392e-05,1.365084842507392e-05,2.065422367569415e-83,3.022769171931326e-05,4.428690551393267
reflective_control,0.48,1.5218132377239134e-05,1.5218132377239134e-05,3.583733437721702e-83,3.369819953446545e-05,4.428690551393267
reflective_control,0.49,1.6951516027469142e-05,1.6951516027469142e-05,6.2130950220899236e-83,3.753650943132206e-05,4.428690551393267
reflective_control,0.5,1.886692858375864e-05,1.886692858375864e-05,1.0762812300901047e-82,4.177789417635172e-05,4.428690551393267
reflective_control,0.51,2.0981635611638817e-05,2.0981635611638817e-05,1.8628977194359498e-82,4.646058569302065e-05,4.428690551393267
reflective_control,0.52,2.3314330522303524e-05,2.3314330522303524e-05,3.2217937119130104e-82,5.162597764809263e-05,4.428690551393267
reflective_control,0.53,2.5885230207724716e-05,2.5885230207724716e-05,5.567393549893302e-82,5.7318837220795006e-05,4.428690551393267
reflective_control,0.54,2.871617479361845e-05,2.871617479361845e-05,9.612837221059031e-82,6.358752599032776e-05,4.428690551393267
reflective_control,0.55,3.183073145307571e-05,3.183073145307571e-05,1.6584284082086196e-81,7.048422981508643e-05,4.428690551393267
reflective_control,0.56,3.525430219290473e-05,3.525430219290473e-05,2.8588234940952877e-81,7.806519750884004e-05,4.428690551393267
reflective_control,0.5700000000000001,3.9014235491175025e-05,3.9014235491175025e-05,4.924061069099431e-81,8.639098804479934e-05,4.428690551393267
reflective_control,0.58,4.313994162806738e-05,4.313994162806738e-05,8.474322593776342e-81,9.552672593793953e-05,4.428690551393267
